,Battery,Brand,Multi_core,Name,OpenCL,Processor,Processor_Cores,Processor_Frequency,RenderScript,Single_core
767,N/A,Vivo,5703,Vivo X20,N/A,Qualcomm Snapdragon 660,8,1843 MHz,5409,1632
768,N/A,Qihoo,5681,Qihoo 360 N6 Pro,4141,Qualcomm Snapdragon 660,8,1843 MHz,5426,1605
769,N/A,Meizu,5635,Meizu Pro 7 Plus,N/A,Mediatek MT6799 Helio X30,10,1898 MHz,5041,1684
770,4548,Xiaomi,5630,Xiaomi Mi Note 3,4128,Qualcomm Snapdragon 660,8,1843 MHz,5365,1588
771,N/A,OPPO,5602,OPPO R11,8994,Qualcomm Snapdragon 660,8,1843 MHz,4973,1603
772,N/A,OPPO,5563,OPPO R11 Plus,7289,Qualcomm Snapdragon 660,8,1843 MHz,5623,1672
773,4030,Oppo,5554,Oppo F7,N/A,Mediatek MT6771 Helio P60,8,1989 MHz,5172,1472
774,N/A,Huawei,5375,Huawei Honor V8,4187,HiSilicon Kirin 950,8,1805 MHz,3870,1745
775,2220,Samsung,5356,Samsung Galaxy S7,7368,Samsung Exynos 8890,8,1586 MHz,4790,1811
776,5425,Oppo,5343,Oppo Realme 1,4380,Mediatek MT6771 Helio P60,8,1989 MHz,5018,1444
777,2782,Samsung,5291,Samsung Galaxy S7 edge,6965,Samsung Exynos 8890,8,1586 MHz,4571,1745
778,2292,Huawei,5282,Huawei Mate 8,3754,HiSilicon Kirin 950,8,1805 MHz,3812,1683
779,N/A,Xiaomi,5253,Xiaomi Mi A2,4407,Qualcomm Snapdragon 660,8,1843 MHz,5453,1596
780,1920,Huawei,5203,Huawei Honor 8,3956,HiSilicon Kirin 950,8,1805 MHz,3962,1665
781,3338,Huawei,5132,Huawei MediaPad M3 8.4,3568,HiSilicon Kirin 950,8,1805 MHz,4219,1672
782,N/A,Samsung,5109,Samsung Galaxy Note 7,3811,Samsung Exynos 8890,8,1586 MHz,3308,1734
783,2574,Huawei,5096,Huawei P9 Plus,3766,HiSilicon Kirin 955,8,1805 MHz,3853,1767
784,2105,Asus,5089,Asus Zenfone 5 Max,3108,Qualcomm Snapdragon 660,8,1612 MHz,4796,1449
785,N/A,Huawei,5067,Huawei Honor V8 Max,4288,HiSilicon Kirin 955,8,1805 MHz,3973,1759
786,1725,Huawei,4820,Huawei P9,3869,HiSilicon Kirin 955,8,1805 MHz,3797,1709
787,5257,Xiaomi,4773,Xiaomi Redmi Note 5 AI,3121,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4483,1330
788,3934,Nokia,4761,Nokia 6.1 Plus,3054,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4258,1319
789,6442,Asus,4681,Asus Zenfone Max Pro (M1),3123,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4451,1317
790,5444,Xiaomi,4667,Xiaomi Redmi Note 5 Pro,3035,Qualcomm SDM636 Snapdragon 636,8,1612 MHz,4438,1326
791,2051,Oppo,4515,Oppo F3 Plus,3992,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4932,1427
792,1341,Kodak,4468,Kodak Ektra,3960,Mediatek MT6797 Helio X20,10,1391 MHz,3421,1599
793,N/A,Vivo,4466,Vivo X9 Plus,4011,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4483,1430
794,4009,Motorola,4436,Motorola Moto Z2 Play,2001,Qualcomm Snapdragon 626,8,2208 MHz,3155,895
795,N/A,Smartisan,4432,Smartisan M1,10091,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7427,1880
796,N/A,BQ,4419,BQ Aquaris X Pro,1783,Qualcomm Snapdragon 626,8,2208 MHz,3482,919
797,N/A,Vernee,4410,Vernee Apollo Lite,3858,Mediatek MT6797 Helio X20,10,1391 MHz,2871,1612
798,N/A,BQ,4392,BQ Aquaris X,1770,Qualcomm Snapdragon 626,8,2208 MHz,3457,915
799,4057,Vivo,4372,Vivo V9,2719,Qualcomm Snapdragon 626,8,2208 MHz,3756,929
800,N/A,UMi,4371,UMi Z,4356,Mediatek Helio X27,10,1547 MHz,3177,1598
801,2710,Meizu,4362,Meizu PRO 6 Plus,5206,Samsung Exynos 8890,8,1482 MHz,4322,1465
802,N/A,Qihoo,4343,Qihoo 360 N5S,3834,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4415,1402
803,4852,10.or,4339,10.or G,1796,Qualcomm Snapdragon 626,8,2208 MHz,3501,911
804,N/A,UMi,4335,UMi Z Pro,4197,Mediatek Helio X27,10,1547 MHz,3464,1550
805,N/A,Smartisan,4330,Smartisan M1L,9964,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7512,1868
806,N/A,Meizu,4305,Meizu Pro 6s,N/A,Mediatek MT6797T Helio X25,10,1547 MHz,3175,1169
807,N/A,Qihoo,4296,Qihoo 360 N4,N/A,Mediatek MT6797 Helio X20,10,1391 MHz,2926,1517
808,N/A,QiKU,4275,QiKU N4s,N/A,Mediatek MT6797 Helio X20,10,1391 MHz,2879,1511
809,1947,Samsung,4274,Samsung Galaxy Tab S2 9.7 (2016),3901,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4235,1369
810,N/A,Vernee,4265,Vernee Apollo,4203,Mediatek MT6797T Helio X25,10,1547 MHz,3118,1691
811,N/A,NVIDIA,4263,NVIDIA SHIELD Android TV,N/A,NVIDIA Tegra X1,4,2014 MHz,3424,1510
812,N/A,ZTE,4259,ZTE Nubia Z17 Mini,3730,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4264,1372
813,N/A,Meizu,4227,Meizu PRO 5,3860,Samsung Exynos 7420,8,1500 MHz,3032,1357
814,N/A,Qihoo,4217,Qihoo 360 N5,3929,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4275,1397
815,N/A,Samsung,4213,Samsung Galaxy C7 Pro,1688,Qualcomm Snapdragon 626,8,2208 MHz,3358,893
816,3035,Samsung,4208,Samsung Galaxy A8 (2018),4585,Samsung Exynos 7885 Octa,8,1586 MHz,3705,1482
817,N/A,Samsung,4204,Samsung Galaxy A8 (2016),5735,Samsung Exynos 7420,8,1500 MHz,3401,1305
818,N/A,Asus,4188,Asus Zenfone 3 Zoom,1791,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3341,860
819,N/A,Coolpad,4187,Coolpad Cool S1,9300,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7272,1772
820,3415,Xiaomi,4171,Xiaomi Mi A1,1817,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3431,859
821,N/A,Samsung,4166,Samsung Galaxy J7 V,N/A,Qualcomm MSM8953 Snapdragon 625,8,2208 MHz,3426,900
822,2912,Motorola,4161,Motorola Moto G5S Plus,2001,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2945,832
823,1716,Samsung,4149,Samsung Galaxy S6 Active,5813,Samsung Exynos 7420,8,1500 MHz,3097,1286
824,N/A,Samsung,4143,Samsung Galaxy J7 Perx,1781,Qualcomm MSM8953 Snapdragon 625,8,2208 MHz,3425,903
825,N/A,Qihoo,4141,Qihoo 360 N6 Lite,2964,Qualcomm Snapdragon 630,8,2208 MHz,3753,869
826,2010,OnePlus,4117,OnePlus 3T,10178,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7474,1800
827,3181,Motorola,4112,Motorola Moto G5 Plus,1994,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2889,834
828,3041,Samsung,4104,Samsung Galaxy A5 (2017),3303,Samsung Exynos 7880,8,1872 MHz,3000,773
829,3644,Nokia,4102,Nokia 6.1,3014,Qualcomm Snapdragon 630,8,2208 MHz,3732,869
830,2956,Asus,4100,Asus Zenfone 3,3318,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3482,853
831,N/A,Elephone,4091,Elephone S8,N/A,Mediatek MT6797T Helio X25,10,2002 MHz,3285,1299
832,3710,Xiaomi,4088,Xiaomi Redmi S2,1974,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3397,835
833,2930,Samsung,4083,Samsung Galaxy A8+ (2018),4640,Samsung Exynos 7885 Octa,8,1586 MHz,3548,1455
834,N/A,Sharp,4079,Sharp Aquos S2,2947,Qualcomm Snapdragon 630,8,2208 MHz,3688,859
835,3622,Motorola,4077,Motorola Moto X4,2980,Qualcomm Snapdragon 630,8,2208 MHz,3754,863
836,4058,Asus,4068,Asus Zenfone 4,3837,Qualcomm Snapdragon 630,8,2208 MHz,4686,851
837,2733,Lenovo,4067,Lenovo K8 Note,N/A,Mediatek Helio X23,10,1391 MHz,3243,1476
838,5274,Meizu,4062,Meizu M6 Note,1775,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3174,831
839,2141,Google,4060,Google Pixel XL,7201,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1593 MHz,7508,1626
840,1666,Samsung,4059,Samsung Galaxy S6 edge+,5498,Samsung Exynos 7420,8,1500 MHz,2914,1309
841,N/A,Samsung,4057,Samsung Galaxy C5 Pro,1718,Qualcomm Snapdragon 626,8,2208 MHz,3333,881
842,3375,LeEco,4055,LeEco Le Pro3,9828,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,7217,1798
843,1586,Samsung,4051,Samsung Galaxy S6 edge,5264,Samsung Exynos 7420,8,1500 MHz,2943,1292
844,N/A,Motorola,4046,Motorola Moto G6 Plus,3029,Qualcomm Snapdragon 630,8,2208 MHz,3739,861
845,N/A,ZTE,4036,ZTE Nubia M2,1585,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3262,837
846,N/A,Samsung,4034,Samsung Galaxy C9 Pro,3475,Qualcomm MSM8976 Snapdragon 653,8,1401 MHz,4099,1294
847,1753,Samsung,4028,Samsung Galaxy Note 5,5600,Samsung Exynos 7420,8,1500 MHz,2908,1303
848,2556,Xiaomi,4020,Xiaomi MI 5s Plus,9476,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,6912,1776
849,1738,Google,4014,Google Pixel,N/A,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1593 MHz,7708,1626
850,2908,Xiaomi,4014,Xiaomi Redmi Pro,N/A,Mediatek MT6797T Helio X25,10,1547 MHz,3133,1648
851,N/A,Samsung,4011,Samsung Galaxy A7 (2017),3288,Samsung Exynos 7880,8,1872 MHz,2980,771
852,N/A,Xiaomi,4010,Xiaomi Redmi Note 4,1785,Qualcomm MSM8953 Snapdragon 625,8,0 MHz,3151,1475
853,N/A,Sharp,3994,Sharp Luna S,3877,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4001,1258
854,N/A,LeTV,3987,LeTV Le 1 (X600),1785,Mediatek MT6795 Helio X10,8,1950 MHz,1974,788
855,N/A,Samsung,3969,Samsung Galaxy Tab S2 8.0,3386,Samsung Exynos 5433,8,1401 MHz,3215,1359
856,N/A,Vivo,3964,Vivo X9,1750,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3080,852
857,3140,Xiaomi,3963,Xiaomi Mi Note 2,9375,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,7100,1761
858,1841,Samsung,3956,Samsung Galaxy Tab S2 8.0,3888,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4163,1355
859,1417,Samsung,3954,Samsung Galaxy Note5 Duos,5225,Samsung Exynos 7420,8,1500 MHz,2898,1278
860,1956,OnePlus,3947,OnePlus 3,10046,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7325,1683
861,1618,Samsung,3945,Samsung Galaxy S6,5388,Samsung Exynos 7420,8,1500 MHz,2854,1257
862,2377,Xiaomi,3935,Xiaomi MI 5s,9499,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,1996 MHz,6953,1617
863,2738,Vernee,3934,Vernee Mars Pro,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2777,856
864,N/A,Meizu,3933,Meizu M2E,2372,Mediatek Helio P20 MT6757,8,1638 MHz,2761,845
865,1810,HTC,3922,HTC U Ultra,9857,Qualcomm MSM8996 Snapdragon 821,4,1996 MHz,7174,1662
866,1804,ZTE,3919,ZTE Axon 7,9711,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6911,1656
867,N/A,Meizu,3904,Meizu M3x,2485,Mediatek Helio P20 MT6757,8,1638 MHz,2710,861
868,N/A,Vivo,3897,Vivo Xplay 6,9843,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7054,1695
869,N/A,Xiaomi,3882,Xiaomi Mi Mix,9388,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,6859,1749
870,1674,ZTE,3869,ZTE Axon 7,9757,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6936,1639
871,N/A,Samsung,3865,Samsung Galaxy Note 7,3929,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4061,1519
872,4842,Lenovo,3836,Lenovo P2,1758,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3207,847
873,N/A,Samsung,3836,Samsung Galaxy Tab S3,9064,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6700,1523
874,2501,LeEco,3825,LeEco Le Max 2,9202,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6987,1665
875,N/A,ZTE,3824,ZTE Nubia Z11,7526,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4201,1676
876,6059,Xiaomi,3824,Xiaomi Mi Max 2,1818,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3071,850
877,N/A,ZTE,3814,ZTE Nubia Z11 Mini S,1640,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2933,824
878,4149,Motorola,3801,Motorola Moto Z Play,1995,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2832,822
879,N/A,Blackview,3798,Blackview BV8000 Pro,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2616,832
880,N/A,Samsung,3796,Samsung Galaxy A9 Pro,3738,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3558,1300
881,3246,LG,3795,LG G6,8827,Qualcomm MSM8996 Pro-AB Snapdragon 821,4,2188 MHz,6910,1664
882,1667,BlackBerry,3788,BlackBerry DTEK60,9674,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6820,1703
883,N/A,Vivo,3787,Vivo V7,1702,Qualcomm SDM450 Snapdragon 450,8,1804 MHz,3045,766
884,1627,Meizu,3786,Meizu Pro 6,N/A,Mediatek MT6797T Helio X25,10,1547 MHz,3230,1318
885,N/A,Vivo,3784,Vivo V5 Plus,1792,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3061,850
886,3060,Motorola,3782,Motorola Moto G6,1862,Qualcomm SDM450 Snapdragon 450,8,1804 MHz,2868,739
887,N/A,Vivo,3781,Vivo V7+,1726,Qualcomm SDM450 Snapdragon 450,8,1804 MHz,3009,760
888,N/A,Lenovo,3770,Lenovo ZUK Edge,10170,Qualcomm MSM8996 Snapdragon 821,4,2188 MHz,7122,1530
889,N/A,UMi,3751,UMi Plus E,2221,Mediatek Helio P20 MT6757,8,2340 MHz,2730,847
890,3032,Samsung,3744,Samsung Galaxy S7 edge,6992,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4741,1456
891,1475,Motorola,3744,Motorola Moto Z,9046,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6836,1536
892,1926,Samsung,3719,Samsung Galaxy S7,7424,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,4954,1536
893,N/A,LeEco,3716,LeEco Le2 Pro,N/A,Mediatek MT6797T Helio X25,10,1846 MHz,2615,1472
894,5327,Doogee,3707,Doogee S60,N/A,Mediatek Helio P20 MT6757,8,2600 MHz,2621,829
895,N/A,Xiaomi,3701,Xiaomi Redmi 5,1687,Qualcomm SDM450 Snapdragon 450,8,2016 MHz,3021,773
896,2747,Samsung,3700,Samsung Galaxy S7 Active,8229,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6161,1501
897,N/A,Sony,3698,Sony Xperia XA1 Ultra,N/A,Mediatek Helio P20 MT6757,8,1638 MHz,2711,863
898,N/A,Sony,3696,Sony Xperia XZs,9978,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7390,1610
899,1865,Xiaomi,3694,Xiaomi Mi 5,9045,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6540,1606
900,N/A,Meizu,3671,Meizu MX6,3371,Mediatek MT6797 Helio X20,10,1391 MHz,3049,1505
901,1726,LG,3668,LG G5,9345,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6585,1651
902,N/A,Sony,3666,Sony Xperia XA1,N/A,Mediatek Helio P20 MT6757,8,1638 MHz,2701,855
903,N/A,Asus,3659,Asus Zenfone 3 Ultra,3907,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4146,1357
904,N/A,Doogee,3657,Doogee Mix,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2729,840
905,N/A,Huawei,3651,Huawei Nova,1774,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3074,854
906,2887,Huawei,3631,Huawei P20 Lite,2129,HiSilicon Kirin 659,8,1709 MHz,3067,925
907,N/A,Huawei,3626,Huawei P Smart,2156,HiSilicon Kirin 659,8,1709 MHz,3049,926
908,N/A,Huawei,3620,Huawei Honor 9 Lite,2165,HiSilicon Kirin 659,8,1709 MHz,3042,925
909,2270,Sony,3616,Sony Xperia XZ,9849,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7230,1567
910,N/A,Huawei,3608,Huawei Mate SE,2146,HiSilicon Kirin 659,8,1709 MHz,3043,928
911,N/A,Sony,3603,Sony Xperia X Performance,9746,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,7142,1551
912,N/A,Xiaomi,3595,Xiaomi Redmi 4 Prime,1963,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3118,868
913,1776,Lenovo,3587,Lenovo ZUK Z2 Pro,9951,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6198,1532
914,1485,LeEco,3583,LeEco Le S3,3727,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3410,1476
915,1238,Sony,3576,Sony Xperia M5,1795,Mediatek MT6795 Helio X10,8,1950 MHz,2581,730
916,N/A,Samsung,3559,Samsung Galaxy C7,1735,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3070,840
917,N/A,Huawei,3549,Huawei Nova 2,2073,HiSilicon Kirin 659,8,1709 MHz,2991,910
918,3717,Huawei,3542,Huawei Nova 2 Plus,2052,HiSilicon Kirin 659,8,1709 MHz,3002,910
919,N/A,Samsung,3532,Samsung Galaxy Feel,1237,Samsung Exynos 7870 Octa,8,1586 MHz,2412,710
920,3696,Huawei,3522,Huawei Honor 7X,2058,HiSilicon Kirin 659,8,1709 MHz,2978,911
921,N/A,Huawei,3515,Huawei Nova Plus,1773,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2982,851
922,N/A,Xiaomi,3510,Xiaomi Mi Pad 3,N/A,Mediatek MT8176,6,1703 MHz,2966,1578
923,2107,Lenovo,3492,Lenovo ZUK Z2,9937,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6333,1642
924,1878,LG,3492,LG V20,9037,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6372,1569
925,3694,Huawei,3490,Huawei Mate 10 Lite,2046,HiSilicon Kirin 659,8,1709 MHz,2973,912
926,3943,Samsung,3481,Samsung Galaxy J7 (2017),1234,Samsung Exynos 7870 Octa,8,1586 MHz,2288,713
927,1679,HTC,3479,HTC 10,9510,Qualcomm MSM8996 Snapdragon 820,4,1593 MHz,6633,1557
928,N/A,ZTE,3472,ZTE Nubia Z11 Max,3437,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3564,1327
929,N/A,Samsung,3462,Samsung Galaxy J7 Pro,1232,Samsung Exynos 7870 Octa,8,1586 MHz,2268,711
930,N/A,Sony,3440,Sony Xperia Z4 Tablet (Wi-Fi),5588,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4240,1350
931,N/A,Lenovo,3436,Lenovo K8 Plus,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2549,901
932,2530,Samsung,3430,Samsung Galaxy A3 (2017),1233,Samsung Exynos 7870 Octa,8,1586 MHz,2283,705
933,3540,Oppo,3416,Oppo R9s,1708,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3102,859
934,4190,Xiaomi,3415,Xiaomi Redmi Note 4X,1778,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3045,832
935,3638,Samsung,3412,Samsung Galaxy Tab A 10.1,1235,Samsung Exynos 7870 Octa,8,1586 MHz,2198,705
936,N/A,Asus,3405,Asus Zenpad 3S 10,N/A,Mediatek MT8176,6,1703 MHz,2799,1534
937,N/A,Sony,3404,Sony Xperia X Compact,3755,Qualcomm MSM8956 Snapdragon 650,6,1401 MHz,3834,1374
938,N/A,Maze,3400,Maze Alpha,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2637,844
939,1276,Huawei,3395,Huawei Honor 8 Lite,2157,HiSilicon Kirin 655,8,1709 MHz,2722,816
940,N/A,Motorola,3375,Motorola Moto X Force,5454,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,4227,1271
941,1499,Huawei,3372,Huawei P8 lite (2017),2156,HiSilicon Kirin 655,8,1709 MHz,2767,815
942,N/A,Google,3371,Google Pixel C,N/A,NVIDIA Tegra X1,4,1912 MHz,2145,1345
943,N/A,Sony,3370,Sony Xperia C5 Ultra Dual,N/A,Mediatek MT6752,8,1690 MHz,2318,743
944,2575,Samsung,3367,Samsung Galaxy J5 (2017),1200,Samsung Exynos 7870 Octa,8,1586 MHz,2267,705
945,N/A,Asus,3362,Asus Zenpad Z10,3841,Qualcomm MSM8956 Snapdragon 650,6,1401 MHz,3876,1419
946,1450,Huawei,3360,Huawei P9 lite,2038,HiSilicon Kirin 650,4,1709 MHz,2441,796
947,2866,Huawei,3360,Huawei P10 Lite,2069,HiSilicon Kirin 658,8,1709 MHz,2796,885
948,N/A,Huawei,3359,Huawei Nova Lite,2159,HiSilicon Kirin 655,8,1709 MHz,2753,813
949,N/A,Sony,3351,Sony Xperia C5 Ultra,N/A,Mediatek MT6752,8,1690 MHz,2082,738
950,N/A,Huawei,3336,Huawei Mate 9 Lite,1888,HiSilicon Kirin 655,8,1709 MHz,2678,814
951,N/A,Huawei,3335,Huawei Honor 6X,2073,HiSilicon Kirin 655,8,1709 MHz,2655,811
952,N/A,Vivo,3329,Vivo X7,3920,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4023,1339
953,1659,Samsung,3327,Samsung Galaxy J7,1057,Qualcomm MSM8952 Snapdragon 617,8,1586 MHz,1997,693
954,N/A,Sony,3327,Sony Xperia M5 Dual,1695,Mediatek MT6795 Helio X10,8,1950 MHz,2515,726
955,N/A,Samsung,3326,Samsung Galaxy J7 (2016),1151,Qualcomm MSM8952 Snapdragon 617,8,1586 MHz,2048,687
956,N/A,LG,3310,LG G5 SE,3956,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3614,1165
957,N/A,Samsung,3302,Samsung Galaxy Tab S2 9.7,3545,Samsung Exynos 5433,8,1300 MHz,2855,1003
958,N/A,Vivo,3301,Vivo X7 Plus,N/A,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,4015,1326
959,2209,Huawei,3300,Huawei Honor 5c,2035,HiSilicon Kirin 650,4,1709 MHz,2423,795
960,N/A,LeEco,3296,LeEco Le 1s,1685,Mediatek MT6795 Helio X10,8,2158 MHz,2444,827
961,1729,Sony,3282,Sony Xperia X,3802,Qualcomm MSM8956 Snapdragon 650,6,1401 MHz,3867,1373
962,N/A,Sony,3280,Sony Xperia C4,N/A,Mediatek MT6752,8,1690 MHz,2318,737
963,N/A,Lenovo,3275,Lenovo Vibe X2,1273,MediaTek MT6595M,8,1690 MHz,1214,1020
964,N/A,Huawei,3267,Huawei Nova 2i,2003,HiSilicon Kirin 659,8,1709 MHz,2828,887
965,3275,Samsung,3246,Samsung Galaxy J7 Max,N/A,Mediatek Helio P20 MT6757,8,1690 MHz,1926,767
966,N/A,Lenovo,3245,Lenovo P70,N/A,Mediatek MT6752m,8,1690 MHz,2069,722
967,3844,Lenovo,3245,Lenovo Yogabook YB1-X90F,N/A,Intel Atom x5-Z8550,4,2400 MHz,3099,1170
968,3730,Samsung,3232,Samsung Galaxy J7 Nxt,1116,Samsung Exynos 7870 Octa,8,1586 MHz,2201,690
969,N/A,Sony,3231,Sony Xperia C4 Dual,N/A,Mediatek MT6752,8,1690 MHz,2287,742
970,1038,Samsung,3223,Samsung Galaxy Note 4,3434,Samsung Exynos 5433,8,1300 MHz,2621,973
971,1087,Samsung,3208,Samsung Galaxy A5 (2016),1143,Samsung Exynos 7580,8,1600 MHz,1983,642
972,1808,Samsung,3207,Samsung Galaxy A7 (2016),1282,Samsung Exynos 7580,8,1600 MHz,1981,643
973,1199,Lenovo,3188,Lenovo Vibe S1,N/A,Mediatek MT6752,8,1690 MHz,2071,738
974,N/A,Vivo,3158,Vivo X6S,3889,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3877,1325
975,N/A,Meizu,3152,Meizu S6,N/A,Samsung Exynos 7885 Octa,8,1586 MHz,2731,1308
976,2206,Xiaomi,3146,Xiaomi MI MAX,3835,Qualcomm MSM8956 Snapdragon 650,6,1401 MHz,3679,1376
977,2549,Samsung,3146,Samsung Galaxy J7 Prime,1196,Samsung Exynos 7870 Octa,8,1586 MHz,2131,682
978,1636,Xiaomi,3103,Xiaomi MI PAD 2,N/A,Intel Atom x5-Z8500,4,2240 MHz,4164,1063
979,N/A,Lenovo,3101,Lenovo Yoga Tab 3 Pro,N/A,Intel Atom x5-Z8500,4,2240 MHz,4480,1107
980,N/A,Vernee,3100,Vernee Mix 2,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2423,831
981,N/A,Lenovo,3099,Lenovo Yoga Tab 3 Plus,3820,Qualcomm MSM8953 Snapdragon 625,8,1401 MHz,4089,1279
982,N/A,Alcatel,3088,Alcatel Idol 4s,3866,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3904,1414
983,N/A,Elephone,3086,Elephone S7,3517,Mediatek MT6797 Helio X20,10,1391 MHz,2854,1283
984,1241,Vodafone,3085,Vodafone Smart Platinum 7,3792,Qualcomm MSM8976 Snapdragon 652,4,1401 MHz,3821,1397
985,N/A,JiaYu,3084,JiaYu S3,N/A,Mediatek MT6752,8,1690 MHz,2248,730
986,N/A,Bluboo,3072,Bluboo S1,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2469,817
987,1040,Samsung,3067,Samsung Galaxy S5 Neo,1041,Samsung Exynos 7580 Octa,8,1600 MHz,1979,641
988,N/A,Oppo,3058,Oppo R9,1548,Mediatek MT6755 Helio P10,8,1950 MHz,2114,790
989,N/A,Lenovo,3035,Lenovo K3 Note,N/A,Mediatek MT6752m,8,1690 MHz,2173,728
990,N/A,Asus,3031,Asus Zenpad S 8.0,2411,Intel Atom Z3580,4,2333 MHz,1202,1077
991,3240,Lenovo,3021,Lenovo Tab3 8 Plus,1643,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,3175,843
992,N/A,Infinix,3014,Infinix Zero 3,N/A,Mediatek MT6795 Helio X10,8,1950 MHz,1792,655
993,N/A,Oppo,2959,Oppo F1 Plus,1584,Mediatek MT6755 Helio P10,8,1950 MHz,1811,774
994,N/A,LeEco,2921,LeEco Le Max,5159,Qualcomm MSM8994 Snapdragon 810,8,1555 MHz,3776,1258
995,1230,Lenovo,2897,Lenovo K3 Note,N/A,Mediatek MT6752m,8,1690 MHz,2146,731
